Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-jpdv,randomiser-i3f2,checkpoint-neje,order-73e3,checkpoint-iq13,checkpoint-t4s8,Randomise questionnaire elements?,Question Key,Response
17,1685027310900,25/05/2023 15:08:30,1685027310939,2,25/05/2023 17:08:30,97845,6,questionnaire-ld1e,,29723409,BLIND,8843379,,complete,fviqfp,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,employement_status,Teilzeit erwerbstätig (auch geringfügige Beschäftigung - z.B. Mini-Job)
18,1685027310900,25/05/2023 15:08:30,1685027310940,2,25/05/2023 17:08:30,97845,6,questionnaire-ld1e,,29723409,BLIND,8843379,,complete,fviqfp,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,employement_status-quantised,2
19,1685027310900,25/05/2023 15:08:30,1685027310940,2,25/05/2023 17:08:30,97845,6,questionnaire-ld1e,,29723409,BLIND,8843379,,complete,fviqfp,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,weekly_working_time,30
20,1685027310900,25/05/2023 15:08:30,1685027310940,2,25/05/2023 17:08:30,97845,6,questionnaire-ld1e,,29723409,BLIND,8843379,,complete,fviqfp,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,reduced_earning_capacity,Nein
21,1685027310900,25/05/2023 15:08:30,1685027310940,2,25/05/2023 17:08:30,97845,6,questionnaire-ld1e,,29723409,BLIND,8843379,,complete,fviqfp,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,reduced_earning_capacity-quantised,1
22,1685027310900,25/05/2023 15:08:30,1685027310940,2,25/05/2023 17:08:30,97845,6,questionnaire-ld1e,,29723409,BLIND,8843379,,complete,fviqfp,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,current_occupation-2,Student*in
23,1685027310993,25/05/2023 15:08:30,1685027310941,2,25/05/2023 17:08:30,97845,6,questionnaire-ld1e,,29723409,BLIND,8843379,,complete,fviqfp,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,current_occupation-6,Arbeiter*in/Angestellte*r
24,1685027310993,25/05/2023 15:08:30,1685027310941,2,25/05/2023 17:08:30,97845,6,questionnaire-ld1e,,29723409,BLIND,8843379,,complete,fviqfp,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,household_members,1
25,1685027310993,25/05/2023 15:08:30,1685027310941,2,25/05/2023 17:08:30,97845,6,questionnaire-ld1e,,29723409,BLIND,8843379,,complete,fviqfp,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,household_members_under_14,0
26,1685027310993,25/05/2023 15:08:30,1685027310941,2,25/05/2023 17:08:30,97845,6,questionnaire-ld1e,,29723409,BLIND,8843379,,complete,fviqfp,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,houshold_members_between_14_and_17,0
27,1685027310993,25/05/2023 15:08:30,1685027310941,2,25/05/2023 17:08:30,97845,6,questionnaire-ld1e,,29723409,BLIND,8843379,,complete,fviqfp,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,average_net_income,2400
28,1685027310993,25/05/2023 15:08:30,1685027310942,2,25/05/2023 17:08:30,97845,6,questionnaire-ld1e,,29723409,BLIND,8843379,,complete,fviqfp,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,END QUESTIONNAIRE,99032
1,1685020999961,25/05/2023 13:23:19,1685020999878,2,25/05/2023 15:23:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1482x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,BEGIN QUESTIONNAIRE,
2,1685021179987,25/05/2023 13:26:19,1685021179949,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,gender,Weiblich
3,1685021180266,25/05/2023 13:26:20,1685021179952,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,gender-quantised,2
4,1685021180266,25/05/2023 13:26:20,1685021179953,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,age,39
5,1685021180266,25/05/2023 13:26:20,1685021179953,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,citizenship-1,Deutsch
6,1685021180266,25/05/2023 13:26:20,1685021179953,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,mother_tongue-1,Deutsch
7,1685021180266,25/05/2023 13:26:20,1685021179953,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,migration,Nicht immigriert
8,1685021180266,25/05/2023 13:26:20,1685021179953,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,migration-quantised,2
9,1685021180266,25/05/2023 13:26:20,1685021179954,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,migration_age,
10,1685021180266,25/05/2023 13:26:20,1685021179954,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,relationship_status,Single
11,1685021180266,25/05/2023 13:26:20,1685021179954,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,relationship_status-quantised,1
12,1685021180266,25/05/2023 13:26:20,1685021179955,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,family_status-1,Ledig
13,1685021180266,25/05/2023 13:26:20,1685021179955,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,family_status-2,Verheiratet
14,1685021180266,25/05/2023 13:26:20,1685021179955,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,school_education,Hauptschulabschluss (oder gleichwertig)
15,1685021180266,25/05/2023 13:26:20,1685021179956,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,school_education-quantised,3
16,1685021180266,25/05/2023 13:26:20,1685021179956,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,vocation,Abgeschlossene Berufsausbildung/Lehre
17,1685021180266,25/05/2023 13:26:20,1685021179956,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,vocation-quantised,2
18,1685021180266,25/05/2023 13:26:20,1685021179957,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,employement_status,Teilzeit erwerbstätig (auch geringfügige Beschäftigung - z.B. Mini-Job)
19,1685021180266,25/05/2023 13:26:20,1685021179957,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,employement_status-quantised,2
20,1685021180266,25/05/2023 13:26:20,1685021179957,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,weekly_working_time,20
21,1685021180266,25/05/2023 13:26:20,1685021179957,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,reduced_earning_capacity,Nein
22,1685021180266,25/05/2023 13:26:20,1685021179958,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,reduced_earning_capacity-quantised,1
23,1685021180560,25/05/2023 13:26:20,1685021179958,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,current_occupation-6,Arbeiter*in/Angestellte*r
24,1685021180560,25/05/2023 13:26:20,1685021179958,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,household_members,5
25,1685021180560,25/05/2023 13:26:20,1685021179959,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,household_members_under_14,2
26,1685021180560,25/05/2023 13:26:20,1685021179959,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,houshold_members_between_14_and_17,2
27,1685021180560,25/05/2023 13:26:20,1685021179959,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,average_net_income,2800
28,1685021180560,25/05/2023 13:26:20,1685021179960,2,25/05/2023 15:26:19,97845,6,questionnaire-ld1e,,29720545,BLIND,8842342,,complete,mmzqbt,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.42,1536x864,1465x746,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,END QUESTIONNAIRE,180082
1,1684764346288,22/05/2023 14:05:46,1684764370677,2,22/05/2023 16:06:10,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1225x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,BEGIN QUESTIONNAIRE,
2,1684764486681,22/05/2023 14:08:06,1684764510999,2,22/05/2023 16:08:30,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,gender,Männlich
3,1684764486779,22/05/2023 14:08:06,1684764511003,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,gender-quantised,1
4,1684764486779,22/05/2023 14:08:06,1684764511004,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,age,27
5,1684764486779,22/05/2023 14:08:06,1684764511004,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,citizenship-1,Deutsch
6,1684764486779,22/05/2023 14:08:06,1684764511004,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,mother_tongue-1,Deutsch
7,1684764486779,22/05/2023 14:08:06,1684764511005,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,migration,Nicht immigriert
8,1684764486779,22/05/2023 14:08:06,1684764511005,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,migration-quantised,2
9,1684764486779,22/05/2023 14:08:06,1684764511005,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,migration_age,
10,1684764486779,22/05/2023 14:08:06,1684764511006,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,relationship_status,In fester Partnerschaft (z.B. verheiratet)
11,1684764486779,22/05/2023 14:08:06,1684764511006,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,relationship_status-quantised,2
12,1684764486779,22/05/2023 14:08:06,1684764511007,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,family_status-1,Ledig
13,1684764486779,22/05/2023 14:08:06,1684764511007,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,school_education,Abitur (oder gleichwertig)
14,1684764486779,22/05/2023 14:08:06,1684764511008,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,school_education-quantised,6
15,1684764486779,22/05/2023 14:08:06,1684764511009,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,vocation,Bachelor (oder gleichwertig)
16,1684764486779,22/05/2023 14:08:06,1684764511009,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,vocation-quantised,4
17,1684764486779,22/05/2023 14:08:06,1684764511009,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,employement_status,Teilzeit erwerbstätig (auch geringfügige Beschäftigung - z.B. Mini-Job)
18,1684764486779,22/05/2023 14:08:06,1684764511010,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,employement_status-quantised,2
19,1684764486779,22/05/2023 14:08:06,1684764511010,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,weekly_working_time,20
20,1684764486779,22/05/2023 14:08:06,1684764511011,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,reduced_earning_capacity,Nein
21,1684764486779,22/05/2023 14:08:06,1684764511011,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,reduced_earning_capacity-quantised,1
22,1684764486779,22/05/2023 14:08:06,1684764511012,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,current_occupation-6,Arbeiter*in/Angestellte*r
23,1684764486891,22/05/2023 14:08:06,1684764511012,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,household_members,3
24,1684764486891,22/05/2023 14:08:06,1684764511013,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,household_members_under_14,0
25,1684764486891,22/05/2023 14:08:06,1684764511013,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,houshold_members_between_14_and_17,0
26,1684764486891,22/05/2023 14:08:06,1684764511014,2,22/05/2023 16:08:31,97845,6,questionnaire-ld1e,,29654306,BLIND,8816980,,complete,fhltad,,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,ABKCJDIEHFG,Survived debriefing,survived study assessment,No,average_net_income,7000
