Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-jpdv,randomiser-i3f2,checkpoint-neje,order-73e3,checkpoint-iq13,checkpoint-t4s8,Randomise questionnaire elements?,Question Key,Response
7,1689768660660,19/07/2023 12:11:00,1689768660415,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,migration,Nicht immigriert
8,1689768660660,19/07/2023 12:11:00,1689768660415,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,migration-quantised,2
9,1689768660660,19/07/2023 12:11:00,1689768660415,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,migration_age,
10,1689768660660,19/07/2023 12:11:00,1689768660415,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,relationship_status,In fester Partnerschaft (z.B. verheiratet)
11,1689768660660,19/07/2023 12:11:00,1689768660416,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,relationship_status-quantised,2
12,1689768660660,19/07/2023 12:11:00,1689768660416,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,family_status-1,Ledig
13,1689768660660,19/07/2023 12:11:00,1689768660416,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,school_education,Abitur (oder gleichwertig)
14,1689768660660,19/07/2023 12:11:00,1689768660416,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,school_education-quantised,6
15,1689768660660,19/07/2023 12:11:00,1689768660416,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,vocation,(Bisher) kein beruflicher Abschluss
16,1689768660660,19/07/2023 12:11:00,1689768660416,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,vocation-quantised,1
17,1689768660660,19/07/2023 12:11:00,1689768660416,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,employement_status,Teilzeit erwerbstätig (auch geringfügige Beschäftigung - z.B. Mini-Job)
18,1689768660660,19/07/2023 12:11:00,1689768660416,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,employement_status-quantised,2
19,1689768660660,19/07/2023 12:11:00,1689768660416,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,weekly_working_time,7
20,1689768660660,19/07/2023 12:11:00,1689768660416,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,reduced_earning_capacity,Nein
21,1689768660660,19/07/2023 12:11:00,1689768660417,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,reduced_earning_capacity-quantised,1
22,1689768660660,19/07/2023 12:11:00,1689768660417,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,current_occupation-2,Student*in
23,1689768660747,19/07/2023 12:11:00,1689768660417,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,household_members,3
24,1689768660747,19/07/2023 12:11:00,1689768660417,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,household_members_under_14,0
25,1689768660747,19/07/2023 12:11:00,1689768660417,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,houshold_members_between_14_and_17,0
26,1689768660747,19/07/2023 12:11:00,1689768660417,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,average_net_income,300
27,1689768660747,19/07/2023 12:11:00,1689768660417,2,19/07/2023 14:11:00,97845,6,questionnaire-ld1e,,30746594,BLIND,9130100,,complete,ikqyeq,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.86,1536x864,1519x754,Survived debriefing,,,Demographics,2,Survived code insertion,Ambigious,Survived game,CDBEAFKGJHI,Survived debriefing,survived study assessment,No,END QUESTIONNAIRE,101402
1,1689663954798,18/07/2023 07:05:54,1689663810783,2,18/07/2023 09:03:30,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1225x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,BEGIN QUESTIONNAIRE,
2,1689664015133,18/07/2023 07:06:55,1689663871167,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,gender,Männlich
3,1689664015352,18/07/2023 07:06:55,1689663871169,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,gender-quantised,1
4,1689664015352,18/07/2023 07:06:55,1689663871169,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,age,25
5,1689664015352,18/07/2023 07:06:55,1689663871169,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,citizenship-1,Deutsch
6,1689664015352,18/07/2023 07:06:55,1689663871169,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,mother_tongue-1,Deutsch
7,1689664015352,18/07/2023 07:06:55,1689663871170,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,migration,Nicht immigriert
8,1689664015352,18/07/2023 07:06:55,1689663871170,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,migration-quantised,2
9,1689664015352,18/07/2023 07:06:55,1689663871170,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,migration_age,
10,1689664015352,18/07/2023 07:06:55,1689663871170,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,relationship_status,Single
11,1689664015352,18/07/2023 07:06:55,1689663871170,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,relationship_status-quantised,1
12,1689664015352,18/07/2023 07:06:55,1689663871170,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,family_status-1,Ledig
13,1689664015352,18/07/2023 07:06:55,1689663871170,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,school_education,Abitur (oder gleichwertig)
14,1689664015352,18/07/2023 07:06:55,1689663871171,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,school_education-quantised,6
15,1689664015352,18/07/2023 07:06:55,1689663871171,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,vocation,(Bisher) kein beruflicher Abschluss
16,1689664015352,18/07/2023 07:06:55,1689663871171,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,vocation-quantised,1
17,1689664015352,18/07/2023 07:06:55,1689663871171,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,employement_status,Nicht erwerbstätig
18,1689664015352,18/07/2023 07:06:55,1689663871171,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,employement_status-quantised,1
19,1689664015352,18/07/2023 07:06:55,1689663871171,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,weekly_working_time,
20,1689664015352,18/07/2023 07:06:55,1689663871171,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,reduced_earning_capacity,Nein
21,1689664015352,18/07/2023 07:06:55,1689663871172,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,reduced_earning_capacity-quantised,1
22,1689664015352,18/07/2023 07:06:55,1689663871172,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,current_occupation-2,Student*in
23,1689664015456,18/07/2023 07:06:55,1689663871172,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,household_members,3
24,1689664015456,18/07/2023 07:06:55,1689663871172,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,household_members_under_14,0
25,1689664015456,18/07/2023 07:06:55,1689663871172,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,houshold_members_between_14_and_17,0
26,1689664015456,18/07/2023 07:06:55,1689663871172,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,average_net_income,600
27,1689664015456,18/07/2023 07:06:55,1689663871173,2,18/07/2023 09:04:31,97845,6,questionnaire-ld1e,,30706869,BLIND,9118973,,complete,hbubit,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1280x720,1209x609,Survived debriefing,,,Demographics,2,Survived code insertion,Negative-to-positive,Survived game,BCADKEJFIGH,Survived debriefing,survived study assessment,No,END QUESTIONNAIRE,60390
1,1689581120429,17/07/2023 08:05:20,1689581119439,2,17/07/2023 10:05:19,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1482x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,BEGIN QUESTIONNAIRE,
2,1689581198375,17/07/2023 08:06:38,1689581197383,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,gender,Männlich
3,1689581198509,17/07/2023 08:06:38,1689581197384,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,gender-quantised,1
4,1689581198509,17/07/2023 08:06:38,1689581197384,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,age,40
5,1689581198509,17/07/2023 08:06:38,1689581197384,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,citizenship-1,Deutsch
6,1689581198509,17/07/2023 08:06:38,1689581197384,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,mother_tongue-1,Deutsch
7,1689581198509,17/07/2023 08:06:38,1689581197384,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,migration,Nicht immigriert
8,1689581198509,17/07/2023 08:06:38,1689581197384,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,migration-quantised,2
9,1689581198509,17/07/2023 08:06:38,1689581197384,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,migration_age,
10,1689581198509,17/07/2023 08:06:38,1689581197384,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,relationship_status,In fester Partnerschaft (z.B. verheiratet)
11,1689581198509,17/07/2023 08:06:38,1689581197385,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,relationship_status-quantised,2
12,1689581198509,17/07/2023 08:06:38,1689581197385,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,family_status-2,Verheiratet
13,1689581198509,17/07/2023 08:06:38,1689581197385,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,school_education,Abitur (oder gleichwertig)
14,1689581198509,17/07/2023 08:06:38,1689581197385,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,school_education-quantised,6
15,1689581198509,17/07/2023 08:06:38,1689581197386,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,vocation,Promotion (oder gleichwertig)
16,1689581198509,17/07/2023 08:06:38,1689581197386,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,vocation-quantised,6
17,1689581198509,17/07/2023 08:06:38,1689581197386,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,employement_status,Vollzeit erwerbstätig
18,1689581198509,17/07/2023 08:06:38,1689581197386,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,employement_status-quantised,3
19,1689581198509,17/07/2023 08:06:38,1689581197386,2,17/07/2023 10:06:37,97845,6,questionnaire-ld1e,,30688900,BLIND,9113722,,complete,ndnxey,,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.82,1536x864,1465x754,Survived debriefing,,,Demographics,2,Survived code insertion,Positive-to-negative,Survived game,KAJBICHDGEF,Survived debriefing,survived study assessment,No,weekly_working_time,35
